S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
17.0,KARBHARI KUNDLIK MITHE,Independent,4268,8,4276,0.32
18.0,APPASAHEB OMKAR KADAM,Independent,3883,8,3891,0.29
19.0,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party,3617,11,3628,0.27
20.0,COMRADE GANPAT BHISE,Independent,3589,15,3604,0.27
21.0,DNYANESHWAR JAGANNATH DAHIBHATE,Independent,3538,1,3539,0.27
22.0,ANIL MANIKRAO MUDGALKAR,Independent,3531,2,3533,0.27
23.0,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent,3452,7,3459,0.26
24.0,SUBHASH DATTARAV JAVLE,Independent,3429,5,3434,0.26
25.0,RAJABHAU SHESHRAO KAKDE,Independent,3299,3,3302,0.25
26.0,RAJENDRA RAMDAS ATKAL,Independent,2807,5,2812,0.21
27.0,SAYYD ABDUL SATTAR AJIJ,Independent,2646,4,2650,0.2
28.0,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat,2617,2,2619,0.2
29.0,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena,2324,15,2339,0.18
30.0,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party,2017,24,2041,0.15
31.0,VIJAY ANNASAHEB THOMBARE,Independent,1957,2,1959,0.15
32.0,VISHNUDAS SHIVAJI BHOSALE,Independent,1856,4,1860,0.14
33.0,MUSTAFA MAINODDIN SHAIKH,Independent,1298,4,1302,0.1
34.0,BOBADE SAKHARAM PADEGAONKAR,Independent,1244,2,1246,0.09
35.0,NOTA,None of the Above,3306,79,3385,0.25
1.0,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59
2.0,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party,495809,2130,497939,36.52
3.0,MANGESH SANJAY SABLE,Independent,155335,595,155930,11.44
4.0,BAKALE PRABHAKAR DEVGAN,Vanchit Bahujan  Aaghadi,37678,132,37810,2.77
5.0,BABASAHEB SANTUKRAO SHELKE,Samata Party,9564,6,9570,0.7
6.0,CHABUKSWAR RAHUL NIRANJAN,Independent,6330,7,6337,0.46
7.0,NIVRUTTI VISHWNATH BANSODE,Bahujan Samaj Party,5974,34,6008,0.44
8.0,DIPAK BHIMRAO BORHADE,Samnak Janta Party,5498,24,5522,0.41
9.0,TANAJI TUKARAM BHOJANE,Independent,4933,15,4948,0.36
10.0,KAMBLE MAROTI DASHARATH,Independent,3712,16,3728,0.27
11.0,RAJENDRA NAMDEO MAGRE,Independent,2873,2,2875,0.21
12.0,MANOJ NEMINATH KOLTE,Independent,2734,3,2737,0.2
13.0,MUKESH PRABHAT RATHOD,Akhil Bhartiya Parivar Party,2580,11,2591,0.19
14.0,BABASAHEB PATIL SHINDE,Independent,2413,4,2417,0.18
15.0,KADUBA MHATARBA INGLE,Independent,1962,5,1967,0.14
16.0,AJHAR ANWAR SAYYAD,Independent,1541,5,1546,0.11
17.0,AHMAD RAHIM SAIKH BAGWAN,Independent,1390,4,1394,0.1
18.0,ADV. YOGESH DATTU GULLAPELLI,Independent,1339,3,1342,0.1
19.0,BHAGWAN SAHEBRAO REGUDE,Hindustan Janta Party,1173,1,1174,0.09
20.0,DNYANESHWAR DAGDUJI NADE,Independent,1142,1,1143,0.08
21.0,DHANANJAY RUPRAOJI KAKDE (PATIL),Bharatheeya Jawan Kisan Party,1132,7,1139,0.08
22.0,ABDUL RAFIQ ABDUL LATIF,Independent,1045,2,1047,0.08
23.0,SHYAM RUSTUMRAO SHIRSATH,Bahujan Republican  Socialist Party,972,2,974,0.07
24.0,RATAN ASARAM LANDGE,Independent,646,1,647,0.05
25.0,VIKAS CHHAGAN LAHANE,Independent,644,0,644,0.05
26.0,SHAM PAWALS RUPEKAR,Independent,544,2,546,0.04
27.0,NOTA,None of the Above,3504,33,3537,0.26
1.0,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56
2.0,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,340877,603,341480,26.22
3.0,CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey),291870,1580,293450,22.53
4.0,AFSAR KHAN YASEEN KHA,Vanchit Bahujan  Aaghadi,69087,179,69266,5.32
5.0,HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,39654,174,39828,3.06
6.0,SURENDRA DIGAMBAR GAJBHARE,Independent,10719,6,10725,0.82
7.0,SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,8188,64,8252,0.63
8.0,RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,6250,4,6254,0.48
9.0,ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,4693,0,4693,0.36
10.0,SANJAY BHASKAR SHIRSAT,Independent,3809,3,3812,0.29
11.0,DR JIVAN BHAWLAL RAJPUT,Independent,3788,19,3807,0.29
12.0,MANISHA KHARAT,Bahujan Maha Party,3097,8,3105,0.24
13.0,JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,2916,16,2932,0.23
14.0,MAANOJ VINAYAKRAO GHODKAY,Independent,2582,5,2587,0.2
15.0,SANGITA GANESH JADHAV,Independent,2206,6,2212,0.17
16.0,GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,2185,7,2192,0.17
17.0,VISHAL UDDHAV NANDARKAR,Independent,2132,7,2139,0.16
18.0,ARVIND KISANRAO KAMBLE,Bahujan Republican  Socialist Party,1975,4,1979,0.15
19.0,PRASHANT PUNDALIKRAO AVHALE,Independent,1945,3,1948,0.15
20.0,GHUGE NITIN PUNDLIK,Independent,1870,2,1872,0.14
21.0,BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,1546,1,1547,0.12
22.0,BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,1489,6,1495,0.11
23.0,ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,1478,4,1482,0.11
24.0,SANDIP DADARAO MANKAR,Independent,1373,2,1375,0.11
25.0,ADV B U GOSAWI,Hindustan Janta Party,1271,4,1275,0.1
26.0,PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena,1267,7,1274,0.1
27.0,PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party,1187,7,1194,0.09
28.0,BHANUDAS SON OF RAMDAS SARODE PATIL,Independent,1107,3,1110,0.09
29.0,NARAYAN JADHAV,Peoples Party of India (Democratic),1100,3,1103,0.08
30.0,SURESH ASARAM FULARE,Independent,910,1,911,0.07
31.0,SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent,892,2,894,0.07
32.0,MEENASING AVDHESHSING SING,Independent,783,1,784,0.06
33.0,LATIF JABBAR KHAN,Independent,765,0,765,0.06
34.0,JAGANNATH KISAN UGALE,Independent,753,2,755,0.06
35.0,SANDIP DEVIDAS JADHAV,Independent,609,0,609,0.05
36.0,DEVIDAS RATAN KASBE,Independent,595,0,595,0.05
37.0,TRIBHUVAN MADHUKAR PADMAKAR,Independent,593,0,593,0.05
38.0,NOTA,None of the Above,5729,44,5773,0.44
1.0,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53
2.0,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,462333,1807,464140,37.4
3.0,BABU SADU BHAGRE (SIR),Independent,103526,106,103632,8.35
4.0,DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi,37006,97,37103,2.99
5.0,JAGTAP DIPAK GANPAT,Independent,15664,17,15681,1.26
6.0,TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party,9589,65,9654,0.78
7.0,KISHOR AMBADAS DAGALE,Ambedkarite Party of India,8032,23,8055,0.65
8.0,ANIL GAWALIRAM BARDE,Independent,6432,9,6441,0.52
9.0,BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party,5613,8,5621,0.45
10.0,GULAB MOHAN BARDE,Prabuddha Republican Party,4983,15,4998,0.4
11.0,NOTA,None of the Above,8206,40,8246,0.66
1.0,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),614517,2212,616729,49.85
2.0,GODSE HEMANT TUKARAM,Shiv Sena,453414,1314,454728,36.75
3.0,KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi,47114,79,47193,3.81
4.0,SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent,44415,109,44524,3.6
5.0,ARUN MADHUKAR KALE,Bahujan Samaj Party,7698,53,7751,0.63
6.0,CHANDRAKANT KESHAVRAO THAKUR,Independent,6607,1,6608,0.53
7.0,AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party,4980,17,4997,0.4
8.0,DARSHANA AMOL MEDHE,Prabuddha Republican Party,4730,6,4736,0.38
9.0,KANOJE PRAKASH GIRDHARI,Independent,3917,3,3920,0.32
10.0,VAMAN MAHADEV SANGALE,Dharmarajya Paksha,3861,0,3861,0.31
11.0,SUDHIR SHRIDHAR DESHMUKH,Independent,3162,5,3167,0.26
12.0,JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent,3125,7,3132,0.25
13.0,ARIF USMAN MANSURI,Independent,2538,5,2543,0.21
14.0,GANESH BALASAHEB BORASTE,Independent,2403,1,2404,0.19
15.0,JAYSHRI MAHENDRA PATIL,Sainik Samaj Party,2398,28,2426,0.2
16.0,SIDDHESHWARANAND SARASWATI,Independent,2378,10,2388,0.19
17.0,SUSHAMA ABHIJIT GORANE,Independent,2258,2,2260,0.18
18.0,KANTILAL KISAN JADHAV,Ambedkarite Party of India,2047,8,2055,0.17
19.0,CHANDRABHAN AABAJI PURKAR,Independent,1888,2,1890,0.15
20.0,YASHWANT VALU PARDHI,Bhartiya Asmita Party,1867,7,1874,0.15
21.0,KAILASH MARUTI CHAVAN,Aam Janta Party (India),1686,17,1703,0.14
22.0,KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg  Adhikar Dal,1639,7,1646,0.13
23.0,DHANAJI ASHOK TOPALE,Independent,1376,0,1376,0.11
24.0,BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party,1242,2,1244,0.1
25.0,SOPAN NIVRUTTI SOMWANSHI,Independent,1210,1,1211,0.1
26.0,ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party,1205,5,1210,0.1
27.0,KOLAPPA HANUMANT DHOTRE,Independent,1198,2,1200,0.1
28.0,TILOTTAMA SUNIL JAGTAP,Independent,654,2,656,0.05
29.0,DEEPAK GAIKWAD,Independent,640,2,642,0.05
30.0,SACHINRAJE DATTATREYA DEORE,Independent,549,2,551,0.04
31.0,DEVIDAS PIRAJI SARKATE,Independent,392,2,394,0.03
32.0,NOTA,None of the Above,6144,41,6185,0.5
1.0,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69
2.0,BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey),416822,1116,417938,30.37
3.0,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,254011,506,254517,18.5
4.0,BHARAT SAMJI VANGA,Bahujan Samaj Party,15425,40,15465,1.12
5.0,MEENA KISHOR BHAD,Independent,14223,12,14235,1.03
6.0,VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi,10882,54,10936,0.79
7.0,MOHAN BARAKU GUHE,Bharat Adivasi Party,10737,24,10761,0.78
8.0,DINKAR DATTATRAYA WADHAN,Independent,10672,15,10687,0.78
9.0,AMAR KISAN KAVALE,Independent,9806,15,9821,0.71
10.0,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),7061,24,7085,0.51
11.0,NOTA,None of the Above,23312,73,23385,1.7
1.0,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party – Sharadchandra Pawar,498199,1265,499464,39.85
2.0,KAPIL MORESHWAR PATIL,Bharatiya Janata Party,431907,1436,433343,34.57
3.0,NILESH BHAGWAN SAMBARE,Independent,230254,1163,231417,18.46
4.0,KANCHAN VINAYAK VAKHARE,New Rashtriya Samaj Party,24607,18,24625,1.96
5.0,TARA PINTYA WAGHE,Independent,6908,0,6908,0.55
6.0,MUMATAZ ABDULSATTAR ANSARI,Bahujan Samaj Party,6801,21,6822,0.54
7.0,MANISHA SANTOSH GONDHALE,Independent,5120,0,5120,0.41
8.0,MANOJ GOVAR TURE,Independent,4896,1,4897,0.39
9.0,JAHID MURABTAR ANSARI,Independent,4879,3,4882,0.39
10.0,CHANDRAKANT RAMBHAJI MOTE,Independent,3429,4,3433,0.27
11.0,RAHUL ASHOK KATHOLE,Independent,3131,4,3135,0.25
12.0,ASHOK BHIKU BAHADARE,Sanyukt Bharat Paksh,2044,3,2047,0.16
13.0,SURESH PANDAGALE,Apni Prajahit Party,1997,16,2013,0.16
14.0,MILIND KASHINATH KAMBLE,Independent,1843,18,1861,0.15
15.0,KHAN MOHD AKARAM ABDUL HANAN,All India Majlis-E-Ittehadul Muslimeen,1739,2,1741,0.14
16.0,DANISH EZAZ AH. SHAIKH,Bahujan Maha Party,1580,6,1586,0.13
17.0,HARSHAD RAMESH MHATRE,Independent,1568,0,1568,0.13
18.0,MUTKIRI SHANKAR NAGESH,Independent,1445,0,1445,0.12
19.0,KAPIL JAYHIND PATIL,Independent,1237,5,1242,0.1
20.0,SAIFAN CHAND PATHAN,Bhartiya Manavta Party,1188,1,1189,0.09
21.0,RANJANA RAVI TRIBHUWAN,Independent,1082,3,1085,0.09
22.0,MOHD. KALEEM ANSARI,Peoples Party of India (Democratic),934,3,937,0.07
23.0,WASEEM TUFAIL SIDDIQUI,Independent,803,2,805,0.06
24.0,SURESH SITARAM MHATRE,Independent,706,1,707,0.06
25.0,SONALI ASHOK GANGAWANE,Independent,698,0,698,0.06
26.0,AAPPA - VISHAL VIJAY MORE,Independent,598,3,601,0.05
27.0,PROF. AMEERUL HASAN SAYYED,Independent,479,2,481,0.04
28.0,NOTA,None of the Above,9266,81,9347,0.75
1.0,DR SHRIKANT EKNATH SHINDE,Shiv Sena,587921,1715,589636,56.38
2.0,VAISHALI DAREKAR - RANE,Shiv Sena (Uddhav Balasaheb Thackrey),379236,1256,380492,36.39
3.0,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan  Aaghadi,18697,44,18741,1.79
4.0,PRASHANT RAMESH INGLE,Bahujan Samaj Party,11285,56,11341,1.08
5.0,AMIT UPADHYAY,Right to Recall Party,4185,20,4205,0.4
6.0,ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party,2751,2,2753,0.26
7.0,AMRISH RAJ MORAJKAR,Independent,2616,4,2620,0.25
8.0,ASHWINI AMOL KENDRE,Independent,2461,7,2468,0.24
9.0,NAFIS AHMED ANSARI,Independent,1997,3,2000,0.19
10.0,SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party  (Ambedkar),1847,11,1858,0.18
11.0,ABHIJIT WAMANRAO BICHUKALE,Independent,1823,1,1824,0.17
12.0,AJAY SHYAM MORYA,Independent,1798,4,1802,0.17
13.0,SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh,1607,2,1609,0.15
14.0,CHANDRAKANT RAMBHAJI MOTE,Independent,1378,2,1380,0.13
15.0,POONAM JAGANNATH BAISANE,Bahujan Republican  Socialist Party,1376,5,1381,0.13
16.0,HINDURAO DADU PATIL,Rashtriya Maratha Party,1236,7,1243,0.12
17.0,GAWALI PRAVIN SHIVAJI,Apni Prajahit Party,1080,2,1082,0.1
18.0,ARUN VAMAN JADHAV,Independent,1077,5,1082,0.1
19.0,SHRIDHAR NARAYAN SALVE,Bhim Sena,1068,4,1072,0.1
20.0,SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic),806,2,808,0.08
21.0,PRAJAKTA NILESH YELVE,Independent,780,3,783,0.07
22.0,DNYANESHWAR LOKHANDE MAHARAJ,Independent,738,3,741,0.07
23.0,ADV. HITESH JAIKISHAN JESWANI,Independent,712,3,715,0.07
24.0,MOHAMMAD YUSUF KHAN,Independent,648,5,653,0.06
25.0,RAKESH KUMAR DHISULAL JAIN,Independent,599,3,602,0.06
26.0,SHIVA KRISHNAMURTI IYER,Independent,435,2,437,0.04
27.0,SALIMUDDIN KHALILUDDIN SHAIKH,Independent,370,1,371,0.04
28.0,DR. SACHIN SAHEBRAO PATIL,Independent,346,5,351,0.03
29.0,NOTA,None of the Above,11603,83,11686,1.12
1.0,NARESH GANPAT MHASKE,Shiv Sena,732109,2122,734231,56.09
2.0,RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),515013,2207,517220,39.51
3.0,SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,10602,60,10662,0.81
4.0,ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,3489,5,3494,0.27
5.0,MUKESH KAILASNATH TIWARI,Bhim Sena,2509,13,2522,0.19
6.0,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,2354,4,2358,0.18
7.0,DR. PIYUSH K. SAXENA,Independent,2292,1,2293,0.18
8.0,CHANDRAKANT VITTHAL SONAWANE,Independent,2245,4,2249,0.17
9.0,VIJAY DNYANOBA GHATE,Republican Bahujan Sena,1870,17,1887,0.14
10.0,IRFAN IBRAHIM SHAIKH,Independent,1867,8,1875,0.14
11.0,PRAMOD ANANDRAO DHUMAL,Independent,1785,1,1786,0.14
12.0,BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,1483,5,1488,0.11
13.0,UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),1349,5,1354,0.1
14.0,ARCHANA DINKAR GAIKWAD,Independent,1164,16,1180,0.09
15.0,SALIMA MUKTAR VASANI,Bahujan Maha Party,905,7,912,0.07
16.0,RAJIV KONDIBA BHOSALE,Independent,878,8,886,0.07
17.0,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party,818,0,818,0.06
18.0,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,759,8,767,0.06
19.0,KHAJASAB RASULSAB MULLA,Independent,646,2,648,0.05
20.0,SANJAY MANOHAR MORE,Independent,639,4,643,0.05
21.0,MALLIKARJUN SAYBANNA PUJARI,Independent,597,2,599,0.05
22.0,SAWALE DATTATRAY SITARAM,Independent,529,2,531,0.04
23.0,SURENDRAKUMAR K. JAIN,Independent,438,2,440,0.03
24.0,SIDDHANT CHHABAN SHIRSAT,Independent,319,5,324,0.02
25.0,NOTA,None of the Above,17768,133,17901,1.37
1.0,PIYUSH GOYAL,Bharatiya Janata Party,678451,1695,680146,65.68
2.0,BHUSHAN PATIL,Indian National Congress,321455,1083,322538,31.15
3.0,ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan  Aaghadi,6007,45,6052,0.58
4.0,RAIS DOCTOR,Bahujan Samaj Party,2907,16,2923,0.28
5.0,PANDEY DHARMENDRA RAMMURAT,Independent,1481,0,1481,0.14
6.0,DIPTI ASHOK WALAWALKAR,Independent,1461,11,1472,0.14
7.0,COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST),1194,1,1195,0.12
8.0,MUNNALAL GAJRAJ PRAJAPATI,Independent,968,3,971,0.09
9.0,LAXMAN YELLPPA KURADE,Independent,680,6,686,0.07
10.0,ADVOCATE KAPIL K. SONI,Independent,630,3,633,0.06
11.0,DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi,621,4,625,0.06
12.0,KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party,619,3,622,0.06
13.0,BIPIN BACHUBHAI SHAH,Hindu Samaj Party,505,3,508,0.05
14.0,GURUDAS RAMDAS KHAIRNAR,Independent,484,2,486,0.05
15.0,RAVI BABU GAVLI,Samata Party,447,3,450,0.04
16.0,JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party,398,7,405,0.04
17.0,ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party,393,3,396,0.04
18.0,SAYED ZULFIQAR ALAM,Bahujan Maha Party,344,4,348,0.03
19.0,SANJAY MAFATLAL MORAKHIA,Independent,210,0,210,0.02
20.0,NOTA,None of the Above,13248,98,13346,1.29
1.0,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackrey),451095,1501,452596,47.4
2.0,RAVINDRA DATTARAM WAIKAR,Shiv Sena,451094,1550,452644,47.4
3.0,PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan  Aaghadi,10001,51,10052,1.05
4.0,RAJESH RAMKISAN MALLAH,Bahujan Samaj Party,4790,22,4812,0.5
5.0,SAMEER MORE,Independent,3171,2,3173,0.33
6.0,SUNIL BHIMA CHAVAN,Independent,1999,3,2002,0.21
7.0,BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples),1756,7,1763,0.18
8.0,ARORA SURINDER MOHAN,Bharat Jan Aadhar Party,1667,8,1675,0.18
9.0,ROHAN SATONE,Independent,1476,3,1479,0.15
10.0,ADV. SANJEEVKUMAR APPARAV KALKORI,Independent,1184,13,1197,0.13
11.0,ADV. LATA PANDURANG SHINDE,Independent,1152,2,1154,0.12
12.0,MANOJ SHRAVAN NAYAK,Right to Recall Party,1132,17,1149,0.12
13.0,HRUDA DHANANJAY SHINDE,Independent,1066,12,1078,0.11
14.0,BHARAT KHIMJI SHAH,Hindu Samaj Party,932,5,937,0.1
15.0,SUSHMA DAYANAND MEHTA,Independent,875,7,882,0.09
16.0,ADVOCATE KAPIL KANTILAL SONI,Independent,776,4,780,0.08
17.0,SARIKA DABRAL,India Greens Party,760,8,768,0.08
18.0,GAJANAN TUKARAM SONKAMBLE,Independent,496,5,501,0.05
19.0,ADV MITESH VARSHNEY,Bhim Sena,492,5,497,0.05
20.0,HARISHANKAR YADAV,Samaj Vikas Kranti Party,398,7,405,0.04
21.0,SANTOSH MANIK RAYBAN,Independent,234,0,234,0.02
22.0,NOTA,None of the Above,15036,125,15161,1.59
1.0,SANJAY DINA PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),448604,2333,450937,48.67
2.0,MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party,419589,1487,421076,45.45
3.0,DAULAT KADAR KHAN,Vanchit Bahujan  Aaghadi,14571,86,14657,1.58
4.0,NANDESH VITHAL UMAP,Bahujan Samaj Party,8217,101,8318,0.9
5.0,DR. SUSHMA MAURYA,Independent,2886,5,2891,0.31
6.0,SANJAY B. PATIL,National People's Party,2757,7,2764,0.3
7.0,SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi,2555,27,2582,0.28
8.0,PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party,2338,35,2373,0.26
9.0,PREM RAMAPATI GUPTA,Independent,1598,3,1601,0.17
10.0,MOHAMMED AHMED SHAIKH,Independent,1289,5,1294,0.14
11.0,MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party,1085,5,1090,0.12
12.0,VIDYA NAIK,Independent,974,5,979,0.11
13.0,BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party,941,5,946,0.1
14.0,BANSODE DILIP,Independent,831,7,838,0.09
15.0,BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party,742,4,746,0.08
16.0,DATTATRAY ARJUN UTEKAR,Bharatheeya Jawan Kisan Party,707,4,711,0.08
17.0,COMRADE SURENDRA SIBAG,All India Forward Bloc,675,3,678,0.07
18.0,SHAHAJI  NANAI THORAT,Independent,648,2,650,0.07
19.0,SANJAY SAOJI DESHPANDE,Republican Party of India,641,0,641,0.07
20.0,SANJAY PATIL,Independent,520,4,524,0.06
21.0,NOTA,None of the Above,10088,85,10173,1.1
1.0,GAIKWAD VARSHA EKNATH,Indian National Congress,444098,1447,445545,48.93
2.0,ADV UJWAL NIKAM,Bharatiya Janata Party,427387,1644,429031,47.12
3.0,SANTOSH GANPAT AMBULGE,Vanchit Bahujan  Aaghadi,8233,55,8288,0.91
4.0,AYYUB AMIN HUNGUND,Bahujan Samaj Party,3229,14,3243,0.36
5.0,ANSON THOMAS,People's Party of India(secular),2207,4,2211,0.24
6.0,RAMZAN ALI CHAUDHARY,All India Majlis-E-Ittehadul Muslimeen,1521,10,1531,0.17
7.0,AJAZ MOHAMMAD SAFI KHAN,Independent,1041,0,1041,0.11
8.0,HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular),818,3,821,0.09
9.0,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent,730,2,732,0.08
10.0,SHANTARAM S DIGHE,Independent,723,10,733,0.08
11.0,NARENDRA MISHRA,Independent,706,2,708,0.08
12.0,ADV ASIF ALI SIDDIQUIE,Independent,681,2,683,0.08
13.0,HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi,673,17,690,0.08
14.0,RAMA ARUN SABLE,Independent,626,10,636,0.07
15.0,SANDEEP BHAU RAMCHANDRA JADHAV,Independent,619,4,623,0.07
16.0,DR GAFFAR IBRAHIM SAYED,Independent,584,2,586,0.06
17.0,ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent,554,4,558,0.06
18.0,KHAN ABBAS AHMED,Bahujan Maha Party,427,1,428,0.05
19.0,MUSHTAQUE HAIDER SHAIKH,Independent,405,0,405,0.04
20.0,DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi,385,6,391,0.04
21.0,KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council,366,1,367,0.04
22.0,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent,355,0,355,0.04
23.0,SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party,341,4,345,0.04
24.0,RAJESH MOHAN LOKHANDE,Independent,282,7,289,0.03
25.0,YUNUSALI RASHID MULLA,Independent,220,0,220,0.02
26.0,ADV FEROZ SHAIKH,Independent,180,0,180,0.02
27.0,MUZAFAR ALI SHAIKH,Independent,173,0,173,0.02
28.0,NOTA,None of the Above,9665,84,9749,1.07
1.0,ANIL YESHWANT DESAI,Shiv Sena (Uddhav Balasaheb Thackrey),393342,1796,395138,49.73
2.0,RAHUL RAMESH SHEWALE,Shiv Sena,339828,1926,341754,43.01
3.0,ABUL HASAN ALI HASAN KHAN,Vanchit Bahujan  Aaghadi,23675,192,23867,3.0
4.0,VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party,6462,70,6532,0.82
5.0,AKASH LAXMAN KHARATMAL,Independent,1891,8,1899,0.24
6.0,ASHWINI KUMAR PATHAK,Independent,1607,5,1612,0.2
7.0,ADV. SANTOSH PUNJIRAM SANJKAR,Independent,1565,13,1578,0.2
8.0,KARAM HUSSAIN KITABULLAH KHAN,Peace Party,1533,4,1537,0.19
9.0,ADV. MAHENDRA TULSHIRAM BHINGARDIVE,Right to Recall Party,1414,30,1444,0.18
10.0,SAEED CHOUDHARY,Social Democratic Party Of India,1186,5,1191,0.15
11.0,ISHWAR VILAS TATHAWADE,Rashtriya Mahaswaraj Bhumi Party,968,3,971,0.12
12.0,DEEPAK M. CHAUGULE,Bahujan Republican  Socialist Party,968,7,975,0.12
13.0,JAHID ALI NASIR AHMED SHAIKH,Aazad Samaj Party (Kanshi Ram),957,2,959,0.12
14.0,DR. ARJUN MAHADEO MURUDKAR,Bharatheeya Jawan Kisan Party,913,17,930,0.12
15.0,VIVEK YESHWANT PATIL,Independent,713,1,714,0.09
16.0,NOTA,None of the Above,13316,107,13423,1.69
1.0,ARVIND GANPAT SAWANT,Shiv Sena (Uddhav Balasaheb Thackrey),393735,1920,395655,51.18
